Time/S,Force/N
1040.82,-2.65073
1040.83,-2.648576
1040.84,-2.646255
1040.85,-2.647376
1040.86,-2.651302
1040.87,-2.654521
1040.88,-2.654346
1040.89,-2.652351
1040.9,-2.652796
1040.91,-2.656714
1040.92,-2.660505
1040.93,-2.661141
1040.94,-2.659822
1040.95,-2.660489
1040.96,-2.664367
1040.97,-2.667801
1040.98,-2.667618
1040.99,-2.664987
1041,-2.663143
1041.01,-2.664049
1041.02,-2.666672
1041.03,-2.668063
1041.04,-2.667427
1041.05,-2.667801
1041.06,-2.671329
1041.07,-2.675931
1041.08,-2.678839
1041.09,-2.679904
1041.1,-2.681081
1041.11,-2.684077
1041.12,-2.687534
1041.13,-2.688146
1041.14,-2.686095
1041.15,-2.685332
1041.16,-2.687399
1041.17,-2.690784
1041.18,-2.694933
1041.19,-2.699041
1041.2,-2.701123
1041.21,-2.701545
1041.22,-2.702212
1041.23,-2.702832
1041.24,-2.702212
1041.25,-2.701386
1041.26,-2.701545
1041.27,-2.701632
1041.28,-2.701728
1041.29,-2.704072
1041.3,-2.708332
1041.31,-2.712147
1041.32,-2.715317
1041.33,-2.718019
1041.34,-2.718504
1041.35,-2.716406
1041.36,-2.71372
1041.37,-2.711916
1041.38,-2.711384
1041.39,-2.71217
1041.4,-2.714864
1041.41,-2.719768
1041.42,-2.724759
1041.43,-2.72727
1041.44,-2.727946
1041.45,-2.729567
1041.46,-2.733517
1041.47,-2.738086
1041.48,-2.740638
1041.49,-2.741122
1041.5,-2.741806
1041.51,-2.744246
1041.52,-2.748108
1041.53,-2.751589
1041.54,-2.753361
1041.55,-2.754204
1041.56,-2.755237
1041.57,-2.755928
1041.58,-2.755864
1041.59,-2.756484
1041.6,-2.759854
1041.61,-2.765353
1041.62,-2.769367
1041.63,-2.769518
1041.64,-2.768302
1041.65,-2.770456
1041.66,-2.776504
1041.67,-2.781479
1041.68,-2.781494
1041.69,-2.778681
1041.7,-2.778085
1041.71,-2.781113
1041.72,-2.784793
1041.73,-2.786239
1041.74,-2.78608
1041.75,-2.787503
1041.76,-2.791778
1041.77,-2.796467
1041.78,-2.799606
1041.79,-2.802451
1041.8,-2.806433
1041.81,-2.810208
1041.82,-2.812028
1041.83,-2.812227
1041.84,-2.812362
1041.85,-2.81384
1041.86,-2.81686
1041.87,-2.819721
1041.88,-2.820516
1041.89,-2.820094
1041.9,-2.821644
1041.91,-2.826786
1041.92,-2.833072
1041.93,-2.835854
1041.94,-2.833557
1041.95,-2.829742
1041.96,-2.827883
1041.97,-2.827517
1041.98,-2.826707
1041.99,-2.824934
1042,-2.822749
1042.01,-2.820333
1042.02,-2.817186
1042.03,-2.813292
1042.04,-2.809103
1042.05,-2.805416
1042.06,-2.803087
1042.07,-2.80141
1042.08,-2.798994
1042.09,-2.796109
1042.1,-2.794337
1042.11,-2.79417
1042.12,-2.794306
1042.13,-2.793423
1042.14,-2.791699
1042.15,-2.790205
1042.16,-2.789346
1042.17,-2.78852
1042.18,-2.787328
1042.19,-2.786787
1042.2,-2.787741
1042.21,-2.78879
1042.22,-2.787852
1042.23,-2.784991
1042.24,-2.781828
1042.25,-2.779571
1042.26,-2.777688
1042.27,-2.77431
1042.28,-2.769383
1042.29,-2.76622
1042.3,-2.767332
1042.31,-2.769883
1042.32,-2.769168
1042.33,-2.765028
1042.34,-2.76099
1042.35,-2.75948
1042.36,-2.760172
1042.37,-2.760537
1042.38,-2.758153
1042.39,-2.753973
1042.4,-2.751668
1042.41,-2.752892
1042.42,-2.753997
1042.43,-2.750365
1042.44,-2.745024
1042.45,-2.745859
1042.46,-2.752407
1042.47,-2.755642
1042.48,-2.751827
1042.49,-2.746336
1042.5,-2.744206
1042.51,-2.744691
1042.52,-2.744031
1042.53,-2.740351
1042.54,-2.736068
1042.55,-2.73509
1042.56,-2.737816
1042.57,-2.740677
1042.58,-2.740717
1042.59,-2.738508
1042.6,-2.736624
1042.61,-2.736727
1042.62,-2.738309
1042.63,-2.739016
1042.64,-2.736823
1042.65,-2.732825
1042.66,-2.730028
1042.67,-2.730529
1042.68,-2.734208
1042.69,-2.738595
1042.7,-2.741345
1042.71,-2.742513
1042.72,-2.742966
1042.73,-2.743141
1042.74,-2.744031
1042.75,-2.746836
1042.76,-2.751191
1042.77,-2.755491
1042.78,-2.758964
1042.79,-2.762008
1042.8,-2.764821
1042.81,-2.766768
1042.82,-2.76715
1042.83,-2.76684
1042.84,-2.767746
1042.85,-2.769748
1042.86,-2.770789
1042.87,-2.770702
1042.88,-2.771656
1042.89,-2.774803
1042.9,-2.779325
1042.91,-2.783672
1042.92,-2.786533
1042.93,-2.788099
1042.94,-2.790316
1042.95,-2.794003
1042.96,-2.797635
1042.97,-2.79936
1042.98,-2.797437
1042.99,-2.792358
1043,-2.788782
1043.01,-2.78941
1043.02,-2.790809
1043.03,-2.789227
1043.04,-2.786263
1043.05,-2.786422
1043.06,-2.789783
1043.07,-2.791476
1043.08,-2.789283
1043.09,-2.786922
1043.1,-2.789116
1043.11,-2.79487
1043.12,-2.797659
1043.13,-2.794536
1043.14,-2.79061
1043.15,-2.791222
1043.16,-2.795267
1043.17,-2.797373
1043.18,-2.793996
1043.19,-2.78786
1043.2,-2.785707
1043.21,-2.789275
1043.22,-2.792517
1043.23,-2.791222
1043.24,-2.788854
1043.25,-2.789426
1043.26,-2.792541
1043.27,-2.795712
1043.28,-2.796189
1043.29,-2.793439
1043.3,-2.791158
1043.31,-2.792311
1043.32,-2.794329
1043.33,-2.793487
1043.34,-2.790658
1043.35,-2.788854
1043.36,-2.78883
1043.37,-2.790101
1043.38,-2.791826
1043.39,-2.792295
1043.4,-2.791516
1043.41,-2.792509
1043.42,-2.79688
1043.43,-2.801378
1043.44,-2.801895
1043.45,-2.79932
1043.46,-2.797771
1043.47,-2.798327
1043.48,-2.798351
1043.49,-2.795744
1043.5,-2.79185
1043.51,-2.789013
1043.52,-2.786795
1043.53,-2.783306
1043.54,-2.778339
1043.55,-2.773666
1043.56,-2.770416
1043.57,-2.767952
1043.58,-2.765465
1043.59,-2.762739
1043.6,-2.759751
1043.61,-2.756532
1043.62,-2.753377
1043.63,-2.750993
1043.64,-2.749173
1043.65,-2.746526
1043.66,-2.742688
1043.67,-2.73846
1043.68,-2.733962
1043.69,-2.729702
1043.7,-2.726467
1043.71,-2.722979
1043.72,-2.717447
1043.73,-2.711789
1043.74,-2.709079
1043.75,-2.708833
1043.76,-2.70768
1043.77,-2.703428
1043.78,-2.696983
1043.79,-2.691324
1043.8,-2.688726
1043.81,-2.687375
1043.82,-2.68294
1043.83,-2.675144
1043.84,-2.668754
1043.85,-2.667062
1043.86,-2.667801
1043.87,-2.665623
1043.88,-2.658216
1043.89,-2.649355
1043.9,-2.643458
1043.91,-2.639691
1043.92,-2.634748
1043.93,-2.628517
1043.94,-2.62386
1043.95,-2.622414
1043.96,-2.621881
1043.97,-2.61902
1043.98,-2.613703
1043.99,-2.60791
1044,-2.602879
1044.01,-2.598961
1044.02,-2.595234
1044.03,-2.589782
1044.04,-2.582772
1044.05,-2.57736
1044.06,-2.57504
1044.07,-2.57233
1044.08,-2.565209
1044.09,-2.555029
1044.1,-2.546613
1044.11,-2.541836
1044.12,-2.538077
1044.13,-2.531735
1044.14,-2.521316
1044.15,-2.506614
1044.16,-2.485148
1044.17,-2.454066
1044.18,-2.414139
1044.19,-2.365978
1044.2,-2.307336
1044.21,-2.239291
1044.22,-2.168814
1044.23,-2.10278
1044.24,-2.043978
1044.25,-1.992671
1044.26,-1.948484
1044.27,-1.910702
1044.28,-1.878134
1044.29,-1.848896
1044.3,-1.819245
1044.31,-1.780756
1044.32,-1.716844
1044.33,-1.604939
1044.34,-1.43129
1044.35,-1.204793
1044.36,-0.9496371
1044.37,-0.687027
1044.38,-0.4293283
1044.39,-0.184234
1044.4,0.04111926
1044.41,0.2375921
1044.42,0.4030625
1044.43,0.5534967
1044.44,0.7072608
1044.45,0.8644342
1044.46,1.017308
1044.47,1.165056
1044.48,1.307988
1044.49,1.443195
1044.5,1.569478
1044.51,1.687773
1044.52,1.797517
1044.53,1.895849
1044.54,1.98017
1044.55,2.05071
1044.56,2.108916
1044.57,2.154994
1044.58,2.188849
1044.59,2.212008
1044.6,2.228443
1044.61,2.243233
1044.62,2.259151
1044.63,2.274958
1044.64,2.288373
1044.65,2.299484
1044.66,2.310093
1044.67,2.321212
1044.68,2.3314
1044.69,2.339093
1044.7,2.345602
1044.71,2.352953
1044.72,2.361584
1044.73,2.371264
1044.74,2.380268
1044.75,2.386594
1044.76,2.391338
1044.77,2.397148
1044.78,2.404046
1044.79,2.410022
1044.8,2.414012
1044.81,2.416722
1044.82,2.41998
1044.83,2.424741
1044.84,2.429891
1044.85,2.434834
1044.86,2.440651
1044.87,2.447232
1044.88,2.451976
1044.89,2.453812
1044.9,2.455743
1044.91,2.460337
1044.92,2.465812
1044.93,2.469397
1044.94,2.470994
1044.95,2.471685
1044.96,2.472774
1044.97,2.475516
1044.98,2.479029
1044.99,2.481174
1045,2.482661
1045.01,2.486849
1045.02,2.494367
1045.03,2.50078
1045.04,2.502592
1045.05,2.502553
1045.06,2.504651
1045.07,2.507623
1045.08,2.508354
1045.09,2.506955
1045.1,2.505342
1045.11,2.504365
1045.12,2.503816
1045.13,2.503745
1045.14,2.504079
1045.15,2.504102
1045.16,2.503943
1045.17,2.503991
1045.18,2.502481
1045.19,2.497602
1045.2,2.491705
1045.21,2.489042
1045.22,2.490171
1045.23,2.491967
1045.24,2.492348
1045.25,2.49184
1045.26,2.491641
1045.27,2.492102
1045.28,2.492483
1045.29,2.491395
1045.3,2.488184
1045.31,2.484655
1045.32,2.483916
1045.33,2.485959
1045.34,2.486984
1045.35,2.48545
1045.36,2.484616
1045.37,2.486912
1045.38,2.489694
1045.39,2.489774
1045.4,2.488073
1045.41,2.48731
1045.42,2.487985
1045.43,2.48812
1045.44,2.486189
1045.45,2.48425
1045.46,2.485561
1045.47,2.489026
1045.48,2.489932
1045.49,2.486412
1045.5,2.482486
1045.51,2.482931
1045.52,2.486777
1045.53,2.488597
1045.54,2.485959
1045.55,2.48297
1045.56,2.484679
1045.57,2.489758
1045.58,2.492841
1045.59,2.49246
1045.6,2.491466
1045.61,2.491434
1045.62,2.49118
1045.63,2.489758
1045.64,2.487516
1045.65,2.484759
1045.66,2.481771
1045.67,2.47976
1045.68,2.479196
1045.69,2.478242
1045.7,2.47558
1045.71,2.472369
1045.72,2.470509
1045.73,2.470128
1045.74,2.469571
1045.75,2.468045
1045.76,2.466202
1045.77,2.463698
1045.78,2.459772
1045.79,2.455544
1045.8,2.453279
1045.81,2.453931
1045.82,2.456276
1045.83,2.4575
1045.84,2.455338
1045.85,2.450903
1045.86,2.448313
1045.87,2.44929
1045.88,2.450339
1045.89,2.44778
1045.9,2.443321
1045.91,2.441843
1045.92,2.444236
1045.93,2.446516
1045.94,2.446294
1045.95,2.446254
1045.96,2.449139
1045.97,2.45297
1045.98,2.453876
1045.99,2.451348
1046,2.448734
1046.01,2.449362
1046.02,2.452795
1046.03,2.455791
1046.04,2.457277
1046.05,2.459757
1046.06,2.465081
1046.07,2.471558
1046.08,2.475969
1046.09,2.477225
1046.1,2.476978
1046.11,2.476613
1046.12,2.476025
1046.13,2.474817
1046.14,2.472878
1046.15,2.470215
1046.16,2.467847
1046.17,2.467211
1046.18,2.468197
1046.19,2.469007
1046.2,2.468077
1046.21,2.465717
1046.22,2.464096
1046.23,2.464406
1046.24,2.465439
1046.25,2.466313
1046.26,2.468308
1046.27,2.472655
1046.28,2.478091
1046.29,2.48212
1046.3,2.484369
1046.31,2.486746
1046.32,2.489893
1046.33,2.492698
1046.34,2.494454
1046.35,2.494891
1046.36,2.494303
1046.37,2.494303
1046.38,2.49536
1046.39,2.495782
1046.4,2.495901
1046.41,2.498317
1046.42,2.502807
1046.43,2.505612
1046.44,2.504826
1046.45,2.503188
1046.46,2.503904
1046.47,2.505779
1046.48,2.505096
1046.49,2.501798
1046.5,2.500113
1046.51,2.502187
1046.52,2.505652
1046.53,2.507806
1046.54,2.507806
1046.55,2.506224
1046.56,2.505048
1046.57,2.50539
1046.58,2.505382
1046.59,2.503419
1046.6,2.501202
1046.61,2.500749
1046.62,2.502036
1046.63,2.504102
1046.64,2.505779
1046.65,2.506359
1046.66,2.505986
1046.67,2.504436
1046.68,2.501639
1046.69,2.498794
1046.7,2.496711
1046.71,2.494407
1046.72,2.491458
1046.73,2.489042
1046.74,2.487159
1046.75,2.484814
1046.76,2.482454
1046.77,2.480793
1046.78,2.478774
1046.79,2.474737
1046.8,2.469182
1046.81,2.46474
1046.82,2.462753
1046.83,2.46195
1046.84,2.460726
1046.85,2.458938
1046.86,2.457293
1046.87,2.456315
1046.88,2.455306
1046.89,2.452819
1046.9,2.448829
1046.91,2.445142
1046.92,2.442837
1046.93,2.440619
1046.94,2.436479
1046.95,2.43082
1046.96,2.426561
1046.97,2.425551
1046.98,2.425853
1046.99,2.42486
1047,2.423636
1047.01,2.423946
1047.02,2.424288
1047.03,2.423016
1047.04,2.420425
1047.05,2.417104
1047.06,2.413924
1047.07,2.411532
1047.08,2.409315
1047.09,2.406812
1047.1,2.404865
1047.11,2.40411
1047.12,2.403991
1047.13,2.403108
1047.14,2.400581
1047.15,2.39772
1047.16,2.396019
1047.17,2.394001
1047.18,2.390409
1047.19,2.387007
1047.2,2.384996
1047.21,2.383773
1047.22,2.383757
1047.23,2.385974
1047.24,2.389646
1047.25,2.392705
1047.26,2.393357
1047.27,2.391489
1047.28,2.388899
1047.29,2.386498
1047.3,2.383558
1047.31,2.380641
1047.32,2.379648
1047.33,2.380665
1047.34,2.381627
1047.35,2.381873
1047.36,2.383025
1047.37,2.384814
1047.38,2.384655
1047.39,2.382437
1047.4,2.380554
1047.41,2.379584
1047.42,2.378647
1047.43,2.377876
1047.44,2.376811
1047.45,2.374593
1047.46,2.37298
1047.47,2.374442
1047.48,2.377431
1047.49,2.377232
1047.5,2.372956
1047.51,2.369364
1047.52,2.369094
1047.53,2.369213
1047.54,2.367568
1047.55,2.365661
1047.56,2.365525
1047.57,2.367783
1047.58,2.371065
1047.59,2.372805
1047.6,2.372559
1047.61,2.371645
1047.62,2.370421
1047.63,2.368347
1047.64,2.364929
1047.65,2.360423
1047.66,2.356744
1047.67,2.354932
1047.68,2.35335
1047.69,2.350879
1047.7,2.349408
1047.71,2.350489
1047.72,2.351753
1047.73,2.349758
1047.74,2.34491
1047.75,2.340722
1047.76,2.339657
1047.77,2.341231
1047.78,2.342041
1047.79,2.339005
1047.8,2.334182
1047.81,2.332314
1047.82,2.334849
1047.83,2.338815
1047.84,2.339721
1047.85,2.336256
1047.86,2.33163
1047.87,2.328833
1047.88,2.327013
1047.89,2.324438
1047.9,2.321347
1047.91,2.318772
1047.92,2.317325
1047.93,2.317222
1047.94,2.317866
1047.95,2.318128
1047.96,2.317683
1047.97,2.31715
1047.98,2.316268
1047.99,2.313487
1048,2.308543
1048.01,2.304316
1048.02,2.303584
1048.03,2.305047
1048.04,2.305182
1048.05,2.30329
1048.06,2.302067
1048.07,2.303298
1048.08,2.305532
1048.09,2.306358
1048.1,2.305579
1048.11,2.305325
1048.12,2.306724
1048.13,2.30817
1048.14,2.308591
1048.15,2.309187
1048.16,2.310991
1048.17,2.31394
1048.18,2.3163
1048.19,2.31568
1048.2,2.313598
1048.21,2.314019
1048.22,2.316992
1048.23,2.319121
1048.24,2.318652
1048.25,2.317111
1048.26,2.316745
1048.27,2.317373
1048.28,2.316928
1048.29,2.314909
1048.3,2.313598
1048.31,2.314734
1048.32,2.316642
1048.33,2.316705
1048.34,2.315005
1048.35,2.314154
1048.36,2.316109
1048.37,2.319741
1048.38,2.322245
1048.39,2.322912
1048.4,2.323842
1048.41,2.3266
1048.42,2.330168
1048.43,2.332377
1048.44,2.332187
1048.45,2.330367
1048.46,2.328054
1048.47,2.326242
1048.48,2.326441
1048.49,2.328364
1048.5,2.329699
1048.51,2.33016
1048.52,2.332338
1048.53,2.336788
1048.54,2.340563
1048.55,2.341763
1048.56,2.34131
1048.57,2.340468
1048.58,2.339411
1048.59,2.338696
1048.6,2.339538
1048.61,2.342113
1048.62,2.344998
1048.63,2.345967
1048.64,2.344004
1048.65,2.341477
1048.66,2.341787
1048.67,2.34437
1048.68,2.34464
1048.69,2.340158
1048.7,2.334936
1048.71,2.334094
1048.72,2.336462
1048.73,2.337861
1048.74,2.337297
1048.75,2.336089
1048.76,2.335389
1048.77,2.33562
1048.78,2.33535
1048.79,2.332695
1048.8,2.32873
1048.81,2.325702
1048.82,2.323715
1048.83,2.321633
1048.84,2.319121
1048.85,2.317063
1048.86,2.316062
1048.87,2.315466
1048.88,2.314504
1048.89,2.312223
1048.9,2.308329
1048.91,2.304451
1048.92,2.301804
1048.93,2.299325
1048.94,2.296193
1048.95,2.293356
1048.96,2.291918
1048.97,2.291274
1048.98,2.289573
1048.99,2.286506
1049,2.284376
1049.01,2.284352
1049.02,2.283915
1049.03,2.279878
1049.04,2.272606
1049.05,2.265803
1049.06,2.262314
1049.07,2.261432
1049.08,2.259906
1049.09,2.255495
1049.1,2.249797
1049.11,2.246284
1049.12,2.245315
1049.13,2.24367
1049.14,2.2391
1049.15,2.232559
1049.16,2.225455
1049.17,2.217992
1049.18,2.21041
1049.19,2.203536
1049.2,2.198195
1049.21,2.194452
1049.22,2.19183
1049.23,2.189159
1049.24,2.183986
1049.25,2.175673
1049.26,2.167543
1049.27,2.16159
1049.28,2.154255
1049.29,2.140681
1049.3,2.119978
1049.31,2.093442
1049.32,2.060334
1049.33,2.020073
1049.34,1.975091
1049.35,1.9274
1049.36,1.876497
1049.37,1.82302
1049.38,1.770306
1049.39,1.721843
1049.4,1.679675
1049.41,1.644047
1049.42,1.613029
1049.43,1.581192
1049.44,1.536155
1049.45,1.457556
1049.46,1.327221
1049.47,1.144195
1049.48,0.9252627
1049.49,0.6903569
1049.5,0.4526615
1049.51,0.2220313
1049.52,0.008805593
1049.53,-0.1821597
1049.54,-0.3569365
1049.55,-0.5265872
1049.56,-0.6979227
1049.57,-0.8714278
1049.58,-1.04382
1049.59,-1.210395
1049.6,-1.367307
1049.61,-1.513481
1049.62,-1.649753
1049.63,-1.776322
1049.64,-1.892734
1049.65,-1.998758
1049.66,-2.091932
1049.67,-2.168624
1049.68,-2.229508
1049.69,-2.278137
1049.7,-2.315513
1049.71,-2.343138
1049.72,-2.366153
1049.73,-2.387865
1049.74,-2.407773
1049.75,-2.425194
1049.76,-2.440007
1049.77,-2.453001
1049.78,-2.466083
1049.79,-2.47972
1049.8,-2.491919
1049.81,-2.502243
1049.82,-2.514124
1049.83,-2.529367
1049.84,-2.543934
1049.85,-2.55355
1049.86,-2.559463
1049.87,-2.565813
1049.88,-2.574348
1049.89,-2.583973
1049.9,-2.592834
1049.91,-2.600018
1049.92,-2.606535
1049.93,-2.613703
1049.94,-2.621388
1049.95,-2.628271
1049.96,-2.63261
1049.97,-2.634692
1049.98,-2.637808
1049.99,-2.643522
1050,-2.650277
1050.01,-2.656182
1050.02,-2.660219
1050.03,-2.663048
1050.04,-2.666314
1050.05,-2.670089
1050.06,-2.6733
1050.07,-2.676423
1050.08,-2.679594
1050.09,-2.681128
1050.1,-2.680421
1050.11,-2.678641
1050.12,-2.677838
1050.13,-2.679618
1050.14,-2.683139
1050.15,-2.686294
1050.16,-2.687796
1050.17,-2.686779
1050.18,-2.683822
1050.19,-2.681486
1050.2,-2.681486
1050.21,-2.683028
1050.22,-2.684871
1050.23,-2.68631
1050.24,-2.685865
1050.25,-2.682471
1050.26,-2.678426
1050.27,-2.677584
1050.28,-2.679594
1050.29,-2.680063
1050.3,-2.676805
1050.31,-2.671965
1050.32,-2.668659
1050.33,-2.667928
1050.34,-2.668071
1050.35,-2.667046
1050.36,-2.66494
1050.37,-2.66308
1050.38,-2.662261
1050.39,-2.662476
1050.4,-2.662516
1050.41,-2.660751
1050.42,-2.657739
1050.43,-2.655451
1050.44,-2.65379
1050.45,-2.651612
1050.46,-2.649132
1050.47,-2.647376
1050.48,-2.646335
1050.49,-2.644523
1050.5,-2.640732
1050.51,-2.63598
1050.52,-2.632523
1050.53,-2.63106
1050.54,-2.629391
1050.55,-2.625942
1050.56,-2.622525
1050.57,-2.621635
1050.58,-2.623034
1050.59,-2.624567
1050.6,-2.624361
1050.61,-2.623073
1050.62,-2.624194
1050.63,-2.629193
1050.64,-2.633921
1050.65,-2.633969
1050.66,-2.630552
1050.67,-2.628223
1050.68,-2.628668
1050.69,-2.62897
1050.7,-2.626117
1050.71,-2.6215
1050.72,-2.619044
1050.73,-2.620069
1050.74,-2.620991
1050.75,-2.618138
1050.76,-2.613783
1050.77,-2.612877
1050.78,-2.614077
1050.79,-2.611709
1050.8,-2.606225
1050.81,-2.603507
1050.82,-2.605009
1050.83,-2.60694
1050.84,-2.607139
1050.85,-2.606543
1050.86,-2.606408
1050.87,-2.607401
1050.88,-2.609428
1050.89,-2.611375
1050.9,-2.611732
1050.91,-2.610334
1050.92,-2.609515
1050.93,-2.612154
1050.94,-2.617709
1050.95,-2.622541
1050.96,-2.624559
1050.97,-2.625362
1050.98,-2.627293
1050.99,-2.630154
1051,-2.632451
1051.01,-2.633874
1051.02,-2.635248
1051.03,-2.637426
1051.04,-2.640486
1051.05,-2.643299
1051.06,-2.644579
1051.07,-2.644722
1051.08,-2.645516
1051.09,-2.648004
1051.1,-2.651286
1051.11,-2.653297
1051.12,-2.653249
1051.13,-2.652613
1051.14,-2.653337
1051.15,-2.654982
1051.16,-2.655005
1051.17,-2.653249
1051.18,-2.65255
1051.19,-2.654433
1051.2,-2.658622
1051.21,-2.664169
1051.22,-2.668349
1051.23,-2.668643
1051.24,-2.666116
1051.25,-2.663922
1051.26,-2.663056
1051.27,-2.663143
1051.28,-2.664312
1051.29,-2.666076
1051.3,-2.667999
1051.31,-2.670344
1051.32,-2.672871
1051.33,-2.674603
1051.34,-2.675231
1051.35,-2.676042
1051.36,-2.678577
1051.37,-2.682567
1051.38,-2.686198
1051.39,-2.688241
1051.4,-2.688901
1051.41,-2.689354
1051.42,-2.690641
1051.43,-2.692676
1051.44,-2.694631
1051.45,-2.696554
1051.46,-2.69866
1051.47,-2.700527
1051.48,-2.701966
1051.49,-2.702562
1051.5,-2.701743
1051.51,-2.700917
1051.52,-2.702093
1051.53,-2.704159
1051.54,-2.704867
1051.55,-2.704604
1051.56,-2.705288
1051.57,-2.708022
1051.58,-2.712313
1051.59,-2.715707
1051.6,-2.716486
1051.61,-2.715826
1051.62,-2.71554
1051.63,-2.715429
1051.64,-2.715095
1051.65,-2.715381
1051.66,-2.7162
1051.67,-2.716859
1051.68,-2.718576
1051.69,-2.722279
1051.7,-2.725784
1051.71,-2.727151
1051.72,-2.728033
1051.73,-2.730457
1051.74,-2.733668
1051.75,-2.736243
1051.76,-2.737816
1051.77,-2.739215
1051.78,-2.741957
1051.79,-2.74562
1051.8,-2.747885
1051.81,-2.748577
1051.82,-2.750007
1051.83,-2.752733
1051.84,-2.754752
1051.85,-2.754911
1051.86,-2.754243
1051.87,-2.755237
1051.88,-2.759194
1051.89,-2.763629
1051.9,-2.765115
1051.91,-2.76405
1051.92,-2.764297
1051.93,-2.768882
1051.94,-2.77578
1051.95,-2.778792
1051.96,-2.775709
1051.97,-2.771966
1051.98,-2.772101
1051.99,-2.774795
1052,-2.777553
1052.01,-2.779253
1052.02,-2.780135
1052.03,-2.782321
1052.04,-2.786787
1052.05,-2.791222
1052.06,-2.794107
1052.07,-2.796777
1052.08,-2.799876
1052.09,-2.802094
1052.1,-2.803429
1052.11,-2.805146
1052.12,-2.80722
1052.13,-2.809072
1052.14,-2.811344
1052.15,-2.81473
1052.16,-2.818195
1052.17,-2.820555
1052.18,-2.821978
1052.19,-2.823591
1052.2,-2.825864
1052.21,-2.827652
1052.22,-2.82735
1052.23,-2.825149
1052.24,-2.82282
1052.25,-2.821429
1052.26,-2.820365
1052.27,-2.818632
1052.28,-2.815866
1052.29,-2.812402
1052.3,-2.808897
1052.31,-2.805257
1052.32,-2.80145
1052.33,-2.798748
1052.34,-2.797453
1052.35,-2.795863
1052.36,-2.793272
1052.37,-2.791603
1052.38,-2.791898
1052.39,-2.791445
1052.4,-2.788051
1052.41,-2.784514
1052.42,-2.784483
1052.43,-2.786223
1052.44,-2.785722
1052.45,-2.783028
1052.46,-2.781312
1052.47,-2.782361
1052.48,-2.784975
1052.49,-2.785722
1052.5,-2.782186
1052.51,-2.77644
1052.52,-2.773293
1052.53,-2.773849
1052.54,-2.773539
1052.55,-2.769367
1052.56,-2.764185
1052.57,-2.762159
1052.58,-2.763867
1052.59,-2.765958
1052.6,-2.764249
1052.61,-2.758718
1052.62,-2.754132
1052.63,-2.754378
1052.64,-2.757589
1052.65,-2.758614
1052.66,-2.755491
1052.67,-2.751867
1052.68,-2.751915
1052.69,-2.754132
1052.7,-2.753178
1052.71,-2.747639
1052.72,-2.742855
1052.73,-2.744142
1052.74,-2.749236
1052.75,-2.751215
1052.76,-2.747877
1052.77,-2.743673
1052.78,-2.742402
1052.79,-2.742402
1052.8,-2.740304
1052.81,-2.736441
1052.82,-2.734431
1052.83,-2.735734
1052.84,-2.738086
1052.85,-2.739279
1052.86,-2.738953
1052.87,-2.737753
1052.88,-2.736227
1052.89,-2.734796
1052.9,-2.733668
1052.91,-2.732603
1052.92,-2.73157
1052.93,-2.73095
1052.94,-2.730632
1052.95,-2.731148
1052.96,-2.733978
1052.97,-2.738587
1052.98,-2.742275
1052.99,-2.743777
1053,-2.743936
1053.01,-2.744023
1053.02,-2.745819
1053.03,-2.749872
1053.04,-2.754029
1053.05,-2.757287
1053.06,-2.760784
1053.07,-2.76436
1053.08,-2.766633
1053.09,-2.7668
1053.1,-2.765083
1053.11,-2.7632
1053.12,-2.763573
1053.13,-2.766712
1053.14,-2.770519
1053.15,-2.772832
1053.16,-2.774016
1053.17,-2.775733
1053.18,-2.778816
1053.19,-2.782965
1053.2,-2.786922
1053.21,-2.789283
1053.22,-2.790467
1053.23,-2.792072
1053.24,-2.794019
1053.25,-2.794464
1053.26,-2.792851
1053.27,-2.790721
1053.28,-2.788854
1053.29,-2.786485
1053.3,-2.783871
1053.31,-2.782599
1053.32,-2.783354
1053.33,-2.785071
1053.34,-2.786644
1053.35,-2.787971
1053.36,-2.789251
1053.37,-2.79061
1053.38,-2.79181
1053.39,-2.79216
1053.4,-2.791643
1053.41,-2.790936
1053.42,-2.790435
1053.43,-2.790427
1053.44,-2.790411
1053.45,-2.789005
1053.46,-2.786772
1053.47,-2.786724
1053.48,-2.789037
1053.49,-2.789545
1053.5,-2.785953
1053.51,-2.781741
1053.52,-2.781932
1053.53,-2.78666
1053.54,-2.791007
1053.55,-2.79154
1053.56,-2.78999
1053.57,-2.789299
1053.58,-2.790435
1053.59,-2.792446
1053.6,-2.792668
1053.61,-2.789585
1053.62,-2.786485
1053.63,-2.787209
1053.64,-2.79003
1053.65,-2.790761
1053.66,-2.789076
1053.67,-2.788925
1053.68,-2.792819
1053.69,-2.797906
1053.7,-2.799582
1053.71,-2.797349
1053.72,-2.79487
1053.73,-2.794774
1053.74,-2.795855
1053.75,-2.795069
1053.76,-2.791643
1053.77,-2.788107
1053.78,-2.786708
1053.79,-2.785977
1053.8,-2.78302
1053.81,-2.777505
1053.82,-2.771878
1053.83,-2.767857
1053.84,-2.764869
1053.85,-2.762318
1053.86,-2.759783
1053.87,-2.756381
1053.88,-2.752407
1053.89,-2.749348
1053.9,-2.747854
1053.91,-2.747043
1053.92,-2.745406
1053.93,-2.742124
1053.94,-2.737602
1053.95,-2.733111
1053.96,-2.729328
1053.97,-2.725514
1053.98,-2.720817
1053.99,-2.715595
1054,-2.710946
